Printing Modifier Definitions:
Tag: ai_require_cb_for_war, Categories: Country, , All, 
Tag: cso_song_examinations_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: cso_three_departments_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: cso_xinfa_reforms_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: cth_diwan_al_bahr_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: cth_diwan_al_insha_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: cth_qadi_al_jamaa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: cth_ribat_network_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: cth_taife_reisi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: curva_tribute_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: cwmwd_courts_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: cyfraith_hywel_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dah_agojie_corps_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dah_migan_mehu_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dah_nesuhwe_cult_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dah_xwetanu_customs_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dah_yovogan_whydah_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dal_consilium_rogatorum_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dal_officium_sanitatis_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dal_statuta_communium_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dal_stradioti_levy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dal_tributary_diplomacy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dec_asaf_jahi_subadari_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dec_deccani_pardesi_factions_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dec_deshmukh_watandari_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dec_gawan_centralization_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dec_persianate_diwan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dec_tarafdari_system_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dec_vijayanagara_nayakas_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dlh_diwan_i_insha_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dlh_diwan_i_risalat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dlh_diwan_i_wizarat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dlh_naib_i_mulk_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dlh_sadr_us_sudur_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dlh_shahna_i_mandi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: dlh_tughluq_doab_cadaster_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: drr_diwan_ala_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: drr_hindki_sarrafs_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: drr_loya_jirga_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: drr_naqshbandi_mashaikh_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: edo_eghaevbo_nogbe_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: edo_igue_festival_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: edo_igun_eronmwon_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: edo_iyase_warcommand_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: edo_ologboona_residency_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: edo_uzama_nihinron_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: egy_al_azhar_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: egy_amirate_hierarchy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: egy_diwan_al_aqbat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: egy_diwan_al_jaysh_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: egy_iqta_system_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: egy_muhtasib_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: egy_qadi_al_qudat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eth_abun_metropolitanate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eth_chewa_regiments_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eth_echege_debre_libanos_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eth_fetha_nagast_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eth_gult_rist_tenure_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eth_ras_bitwoded_government_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eth_solomonic_katama_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eur_aulic_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eur_concert_of_powers_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eur_continental_parliament_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eur_ecumenical_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eur_hanseatic_chamber_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eur_imperial_diet_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: eur_monetary_union_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: exchequer_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: fin_abo_bishopric_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: fin_birkarl_lapptribute_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: fin_hakkapeliitta_levy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: fin_haradshovding_ting_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: fkn_domkapitel_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: fkn_innerer_rat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: fkn_kreistag_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: fkn_landfrieden_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: fkn_ritterkanton_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: galanas_cenedl_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gar_zlon_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gbu_chambre_des_comptes_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gbu_etats_generaux_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gbu_grand_conseil_malines_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gbu_toison_dor_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ger_generaldirektorium_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ger_hansetag_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ger_reichshofrat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ger_reichskammergericht_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ger_reichskreise_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ger_sachsenspiegel_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ger_zollverein_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: got_conventus_vicinorum_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: got_numerarii_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: got_sacramentum_fidelitatis_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: got_schola_episcopalis_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gre_armatoliki_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gre_hagion_oros_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gre_kapodistriaka_grammateia_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gre_kodjabashides_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gre_patriarchikon_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: gre_phanariotai_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: guj_begada_fortress_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: guj_bohra_dawah_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: guj_darbari_brahmin_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: guj_khambhat_bandar_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: guj_mahajan_panchayat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: guj_pal_sea_levy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hab_directorium_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hab_geheime_konferenz_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hab_hofkriegsrat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hab_hungarian_cancellaria_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hab_josephinismus_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hab_militaergrenze_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: han_deutsche_kanzlei_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: han_geheimes_ratskollegium_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: han_georgia_augusta_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: han_hannoversches_heer_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: han_landstaende_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: han_oberappellationsgericht_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hau_alkali_court_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hau_birnin_walls_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hau_kano_chronicle_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hau_maguzawa_compact_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hau_sarauta_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hau_wangara_diaspora_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hejtmane_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hin_ashta_pradhan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hin_devasthanam_trusts_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hin_dharmasastra_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hin_mahanavami_court_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hin_mathadhipati_network_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hin_nayankara_system_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hin_tirtha_mela_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hos_comun_tesoro_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hos_council_of_tongues_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hos_sacra_infermeria_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: hos_tribunale_armamenti_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ilk_keshig_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ilk_maragha_observatory_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ilk_mazalim_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ilk_sahib_divan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ilk_tax_cadaster_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ilk_yarghu_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ily_loca_credibilia_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ily_sabor_kraljevine_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ily_tabula_banalis_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ily_visitationes_canonicae_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: inc_acllahuasi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: inc_four_suyu_governorate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: inc_mita_levy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: inc_mitma_resettlement_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: inc_panaqa_system_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: inc_qhapaq_nan_tampu_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: inc_quipucamayoc_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ira_divan_i_ala_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ira_ghulam_corps_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ira_mamalik_i_mahrusa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ira_mostowfi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ira_qizilbash_uymaq_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ira_sadr_us_sudur_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ira_tofangchi_corps_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: iro_clan_mother_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: iro_covenant_chain_protocol_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: iro_false_face_society_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: iro_grand_council_at_onondaga_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: iro_mourning_war_apparatus_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: iro_wampum_record_office_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: irq_jahbadhiyya_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: irq_mirab_nawba_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: irq_naqib_al_ashraf_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: irq_soyurghal_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ita_accademie_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ita_arsenale_di_venezia_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ita_casa_di_san_giorgio_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ita_condotta_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ita_consiglio_dei_dieci_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ita_parlamento_siciliano_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ita_santo_uffizio_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: jap_bakuhan_taisei_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: jap_buke_shohatto_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: jap_dochu_bugyo_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: jap_hyojosho_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: jap_kuge_shohatto_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: jap_roju_wakadoshiyori_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: jap_sakoku_nagasaki_bugyo_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: jap_sankin_kotai_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: justices_of_the_peace_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kaz_ak_suiek_tore_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kaz_aksakal_aul_governance_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kaz_batyr_war_bands_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kaz_jeti_jargy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kaz_three_zhuz_confederation_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kbu_council_of_twelve_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kbu_kambasokis_compact_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kbu_magira_court_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kbu_mamlukan_corps_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kbu_sayfawa_girgam_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: khl_bayt_al_hikmah_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: khl_bayt_al_mal_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: khl_diwan_al_mazalim_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: khl_hajj_caravan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: khl_pan_islamic_ulama_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: koj_assises_de_jerusalem_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: koj_cour_des_bourgeois_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: koj_haute_cour_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: koj_latin_patriarchate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: koj_military_orders_charter_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kon_kanda_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kon_mwene_provinces_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kon_nzimbu_monopoly_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kon_royal_chancery_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kon_sao_salvador_confraternities_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: krs_hakim_sancaks_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: krs_mirate_diwan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: krs_naqshbandi_tariqat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: krs_sharafnama_register_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kry_biapas_biapish_diwan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kry_karkiya_sayyid_rule_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kry_royal_silk_customs_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kry_sefidrud_rice_cadaster_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kuronzera_clientship_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kws_liwali_governorate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kws_sharifian_mahdali_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kws_sofala_gold_vassalage_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kws_wakili_suk_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kws_wazir_diwan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lareh_koto_piliang_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lat_assises_de_romanie_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lat_cour_des_pairs_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lat_partitio_romaniae_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lat_patriarchatus_latinus_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lat_podesta_venetus_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lbe_bilumbu_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lbe_kafuti_society_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lbe_kioni_court_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lbe_mwadi_vessels_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lbe_twite_tributary_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: liv_hanseatic_stadtrat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: liv_ordens_konvent_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: liv_ritterschaft_vasallenrecht_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: liv_walk_landtag_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: llys_a_maerdref_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lmb_dottrina_cristiana_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lmb_magistrato_straordinario_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lmb_regalia_delle_acque_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lmb_senato_di_milano_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lmb_tribunale_di_provvisione_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lmb_ufficio_di_sanita_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lo_tsa_ba_court_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lot_imperial_chancery_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lot_kirchenvogtei_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lot_missi_dominici_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lot_palatine_chapel_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lot_reichskirche_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lot_sauf_conduit_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lot_treuga_dei_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lva_didysis_etmonas_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lva_lietuvos_metrika_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lva_lietuvos_statutai_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lva_ponu_taryba_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lva_vaivadijos_pavietai_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lva_vilniaus_akademija_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lxa_kha_lao_tribute_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lxa_khoa_aphai_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lxa_mueang_long_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lxa_sangha_raja_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: lxa_senabodi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mal_dyamana_government_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mal_gbara_assembly_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mal_niamakala_castes_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mal_sankore_madrasa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mal_ton_tigi_cavalry_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mal_wangara_diaspora_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: map_aillarewe_federation_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: map_machi_sisterhood_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: map_parlamento_general_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: map_toki_apu_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: may_ah_kin_priesthood_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: may_halach_uinik_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: may_holpop_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: may_itza_tribute_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: may_kaxan_codex_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: may_mayapan_league_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: maz_ducal_chancery_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: maz_ksiegi_ziemskie_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: maz_mazovian_sejmiki_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: maz_plock_chapter_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: maz_statuty_mazowieckie_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mca_guecha_warriors_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mca_iraca_priesthood_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mca_salt_emerald_monopoly_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mca_zipa_zaque_diarchy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mch_banner_garrisons_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mch_eight_banners_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mch_grand_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mch_lifan_yuan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mch_marriage_alliance_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mch_neiwufu_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mestnichestvo_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mex_caudillismo_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mex_hacienda_latifundia_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mex_patronato_eclesiastico_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mex_plan_de_iguala_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mex_republicas_de_indios_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mex_siete_leyes_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mge_darughachi_governance_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mge_great_yasa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mge_keshig_imperial_guard_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mge_kuriltai_assembly_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mge_yam_postal_network_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mge_yelu_chucai_synthesis_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mgo_bogd_gegen_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mgo_khalkha_jirum_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mgo_khalkha_tusheet_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mgo_otog_khoshuu_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mgo_yellow_hat_sangha_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mhondoro_oracle_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mhr_ashta_pradhan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mhr_chauth_sardeshmukhi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mhr_huzur_daftar_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mhr_pentarchy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mhr_peshwa_daftar_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mhr_saranjami_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mhr_watandari_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mir_andriana_caste_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mir_fanompoana_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mir_fokonolona_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mir_mantasoa_works_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mir_sampy_keepers_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mlc_bukit_china_concession_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mlc_negeri_tributary_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mlc_penghulu_bendahari_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mlc_temenggung_bench_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mol_mitropolia_suceava_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mol_phanariot_administration_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mol_pravila_lupu_bureaucracy_impact_modifier, Categories: Country, , All, 
